bft_bft_server3003.1.cymz3o788z1u@azureuser    | 
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11628th command: 3_2907 1735931323916
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11629th command: 4_2904 1735931323917
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11630th command: 1_2908 1735931323921
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11631th command: 2_2908 1735931323923
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11632th command: 3_2908 1735931323925
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11633th command: 4_2905 1735931323927
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11634th command: 1_2909 1735931323930
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11635th command: 2_2909 1735931323933
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11636th command: 3_2909 1735931323935
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11637th command: 4_2906 1735931323936
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11638th command: 1_2910 1735931323938
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11639th command: 2_2910 1735931323942
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11640th command: 3_2910 1735931323943
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11641th command: 4_2907 1735931323945
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11642th command: 1_2911 1735931323947
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11643th command: 2_2911 1735931323948
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11644th command: 3_2911 1735931323949
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11645th command: 4_2908 1735931323951
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11646th command: 1_2912 1735931323952
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11647th command: 2_2912 1735931323957
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11648th command: 3_2912 1735931323959
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11649th command: 4_2909 1735931323961
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11650th command: 1_2913 1735931323962
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11651th command: 2_2913 1735931323966
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11652th command: 3_2913 1735931323971
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11653th command: 4_2910 1735931323974
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11654th command: 1_2914 1735931323975
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11655th command: 2_2914 1735931323977
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11656th command: 3_2914 1735931323980
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11657th command: 4_2911 1735931323981
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11658th command: 1_2915 1735931323983
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11659th command: 2_2915 1735931323985
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11660th command: 3_2915 1735931323986
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11661th command: 4_2912 1735931323988
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11662th command: 1_2916 1735931323990
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11663th command: 2_2916 1735931323992
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11664th command: 3_2916 1735931323997
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11665th command: 4_2913 1735931323999
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11666th command: 1_2917 1735931324001
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11667th command: 2_2917 1735931324002
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11668th command: 3_2917 1735931324006
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11669th command: 4_2914 1735931324009
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11670th command: 1_2918 1735931324011
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11671th command: 2_2918 1735931324012
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11672th command: 3_2918 1735931324015
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11673th command: 4_2915 1735931324018
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11674th command: 1_2919 1735931324019
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11675th command: 2_2919 1735931324020
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11676th command: 3_2919 1735931324023
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11677th command: 4_2916 1735931324024
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11678th command: 1_2920 1735931324025
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11679th command: 2_2920 1735931324028
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11680th command: 3_2920 1735931324029
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11681th command: 4_2917 1735931324034
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11682th command: 1_2921 1735931324036
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11683th command: 2_2921 1735931324039
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11684th command: 3_2921 1735931324040
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11685th command: 4_2918 1735931324044
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11686th command: 1_2922 1735931324048
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11687th command: 2_2922 1735931324050
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11688th command: 3_2922 1735931324051
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11689th command: 4_2919 1735931324054
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11690th command: 1_2923 1735931324057
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11691th command: 2_2923 1735931324058
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11692th command: 3_2923 1735931324059
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11693th command: 4_2920 1735931324062
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11694th command: 1_2924 1735931324063
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11695th command: 2_2924 1735931324064
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11696th command: 3_2924 1735931324066
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11697th command: 4_2921 1735931324068
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11698th command: 1_2925 1735931324073
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11699th command: 2_2925 1735931324075
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11700th command: 3_2925 1735931324077
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11701th command: 4_2922 1735931324079
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11702th command: 1_2926 1735931324082
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11703th command: 2_2926 1735931324085
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11704th command: 3_2926 1735931324087
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11705th command: 4_2923 1735931324088
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11706th command: 1_2927 1735931324091
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11707th command: 2_2927 1735931324094
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11708th command: 3_2927 1735931324095
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11709th command: 4_2924 1735931324096
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11710th command: 1_2928 1735931324098
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11711th command: 2_2928 1735931324099
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11712th command: 3_2928 1735931324100
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11713th command: 4_2925 1735931324103
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11714th command: 1_2929 1735931324104
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11715th command: 2_2929 1735931324108
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11716th command: 3_2929 1735931324110
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11717th command: 4_2926 1735931324113
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11718th command: 1_2930 1735931324114
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11719th command: 2_2930 1735931324117
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11720th command: 3_2930 1735931324120
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11721th command: 4_2927 1735931324122
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11722th command: 1_2931 1735931324123
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11723th command: 2_2931 1735931324126
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11724th command: 3_2931 1735931324129
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11725th command: 4_2928 1735931324130
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11726th command: 1_2932 1735931324131
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11727th command: 2_2932 1735931324133
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11728th command: 3_2932 1735931324134
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11729th command: 4_2929 1735931324138
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11730th command: 1_2933 1735931324139
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11731th command: 2_2933 1735931324140
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11732th command: 3_2933 1735931324144
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11733th command: 4_2930 1735931324146
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11734th command: 1_2934 1735931324149
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11735th command: 2_2934 1735931324150
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11736th command: 3_2934 1735931324154
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11737th command: 4_2931 1735931324157
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11738th command: 1_2935 1735931324159
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11739th command: 2_2935 1735931324160
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11740th command: 3_2935 1735931324163
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11741th command: 4_2932 1735931324166
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11742th command: 1_2936 1735931324167
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11743th command: 2_2936 1735931324168
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11744th command: 3_2936 1735931324170
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11745th command: 4_2933 1735931324172
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11746th command: 1_2937 1735931324173
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11747th command: 2_2937 1735931324175
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11748th command: 3_2937 1735931324176
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11749th command: 4_2934 1735931324180
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11750th command: 1_2938 1735931324184
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11751th command: 2_2938 1735931324186
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11752th command: 3_2938 1735931324187
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11753th command: 4_2935 1735931324190
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11754th command: 1_2939 1735931324194
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11755th command: 2_2939 1735931324196
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11756th command: 3_2939 1735931324197
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11757th command: 4_2936 1735931324199
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11758th command: 1_2940 1735931324203
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11759th command: 2_2940 1735931324204
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11760th command: 3_2940 1735931324206
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11761th command: 4_2937 1735931324208
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11762th command: 1_2941 1735931324209
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11763th command: 2_2941 1735931324210
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11764th command: 3_2941 1735931324212
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11765th command: 4_2938 1735931324213
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11766th command: 1_2942 1735931324217
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11767th command: 2_2942 1735931324219
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11768th command: 3_2942 1735931324221
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11769th command: 4_2939 1735931324223
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11770th command: 1_2943 1735931324226
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11771th command: 2_2943 1735931324229
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11772th command: 3_2943 1735931324231
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11773th command: 4_2940 1735931324232
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11774th command: 1_2944 1735931324234
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11775th command: 2_2944 1735931324237
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11776th command: 3_2944 1735931324238
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11777th command: 4_2941 1735931324239
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11778th command: 1_2945 1735931324241
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11779th command: 2_2945 1735931324243
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11780th command: 3_2945 1735931324244
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11781th command: 4_2942 1735931324246
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11782th command: 1_2946 1735931324247
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11783th command: 2_2946 1735931324251
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11784th command: 3_2946 1735931324254
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11785th command: 4_2943 1735931324257
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11786th command: 1_2947 1735931324258
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11787th command: 2_2947 1735931324261
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11788th command: 3_2947 1735931324264
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11789th command: 4_2944 1735931324266
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11790th command: 1_2948 1735931324267
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11791th command: 2_2948 1735931324269
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11792th command: 3_2948 1735931324272
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11793th command: 4_2945 1735931324273
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11794th command: 1_2949 1735931324274
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11795th command: 2_2949 1735931324277
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11796th command: 3_2949 1735931324278
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11797th command: 4_2946 1735931324279
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11798th command: 1_2950 1735931324281
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11799th command: 2_2950 1735931324282
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11800th command: 3_2950 1735931324287
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11801th command: 4_2947 1735931324289
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11802th command: 1_2951 1735931324292
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11803th command: 2_2951 1735931324293
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11804th command: 3_2951 1735931324296
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11805th command: 4_2948 1735931324300
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11806th command: 1_2952 1735931324302
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11807th command: 2_2952 1735931324303
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11808th command: 3_2952 1735931324305
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11809th command: 4_2949 1735931324308
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11810th command: 1_2953 1735931324310
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11811th command: 2_2953 1735931324311
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11812th command: 3_2953 1735931324313
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11813th command: 4_2950 1735931324314
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11814th command: 1_2954 1735931324315
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11815th command: 2_2954 1735931324317
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11816th command: 3_2954 1735931324318
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11817th command: 4_2951 1735931324322
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11818th command: 1_2955 1735931324324
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11819th command: 2_2955 1735931324327
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11820th command: 3_2955 1735931324327
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11821th command: 4_2952 1735931324331
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11822th command: 1_2956 1735931324334
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11823th command: 2_2956 1735931324336
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11824th command: 3_2956 1735931324337
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11825th command: 4_2953 1735931324339
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11826th command: 1_2957 1735931324342
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11827th command: 2_2957 1735931324343
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11828th command: 3_2957 1735931324344
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11829th command: 4_2954 1735931324346
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11830th command: 1_2958 1735931324347
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11831th command: 2_2958 1735931324348
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11832th command: 3_2958 1735931324350
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11833th command: 4_2955 1735931324351
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11834th command: 1_2959 1735931324355
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11835th command: 2_2959 1735931324358
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11836th command: 3_2959 1735931324360
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11837th command: 4_2956 1735931324361
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11838th command: 1_2960 1735931324364
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11839th command: 2_2960 1735931324369
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11840th command: 3_2960 1735931324371
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11841th command: 4_2957 1735931324372
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11842th command: 1_2961 1735931324374
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11843th command: 2_2961 1735931324377
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11844th command: 3_2961 1735931324378
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11845th command: 4_2958 1735931324379
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11846th command: 1_2962 1735931324382
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11847th command: 2_2962 1735931324383
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11848th command: 3_2962 1735931324384
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11849th command: 4_2959 1735931324386
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11850th command: 1_2963 1735931324388
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11851th command: 2_2963 1735931324392
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11852th command: 3_2963 1735931324394
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11853th command: 4_2960 1735931324396
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11854th command: 1_2964 1735931324397
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11855th command: 2_2964 1735931324399
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11856th command: 3_2964 1735931324402
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11857th command: 4_2961 1735931324404
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11858th command: 1_2965 1735931324406
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11859th command: 2_2965 1735931324408
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11860th command: 3_2965 1735931324410
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11861th command: 4_2962 1735931324411
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11862th command: 1_2966 1735931324412
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11863th command: 2_2966 1735931324414
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11864th command: 3_2966 1735931324415
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11865th command: 4_2963 1735931324416
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11866th command: 1_2967 1735931324418
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11867th command: 2_2967 1735931324420
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11868th command: 3_2967 1735931324423
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11869th command: 4_2964 1735931324425
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11870th command: 1_2968 1735931324427
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11871th command: 2_2968 1735931324428
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11872th command: 3_2968 1735931324431
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11873th command: 4_2965 1735931324434
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11874th command: 1_2969 1735931324436
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11875th command: 2_2969 1735931324437
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11876th command: 3_2969 1735931324439
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11877th command: 4_2966 1735931324442
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11878th command: 1_2970 1735931324443
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11879th command: 2_2970 1735931324444
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11880th command: 3_2970 1735931324448
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11881th command: 4_2967 1735931324448
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11882th command: 1_2971 1735931324449
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11883th command: 2_2971 1735931324451
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11884th command: 3_2971 1735931324452
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11885th command: 4_2968 1735931324458
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11886th command: 1_2972 1735931324460
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11887th command: 2_2972 1735931324462
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11888th command: 3_2972 1735931324463
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11889th command: 4_2969 1735931324466
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11890th command: 1_2973 1735931324469
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11891th command: 2_2973 1735931324471
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11892th command: 3_2973 1735931324473
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11893th command: 4_2970 1735931324477
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11894th command: 1_2974 1735931324479
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11895th command: 2_2974 1735931324480
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11896th command: 3_2974 1735931324480
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11897th command: 4_2971 1735931324483
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11898th command: 1_2975 1735931324484
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11899th command: 2_2975 1735931324485
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11900th command: 3_2975 1735931324487
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11901th command: 4_2972 1735931324488
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11902th command: 1_2976 1735931324492
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11903th command: 2_2976 1735931324494
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11904th command: 3_2976 1735931324496
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11905th command: 4_2973 1735931324498
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11906th command: 1_2977 1735931324501
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11907th command: 2_2977 1735931324504
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11908th command: 3_2977 1735931324507
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11909th command: 4_2974 1735931324508
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11910th command: 1_2978 1735931324511
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11911th command: 2_2978 1735931324514
bft_bft_server3003.1.cymz3o788z1u@azureuser    | Executing 11912th command: 3_2978 1735931324515
