bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | 
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24153th command: 19_1006 1736012949246
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24154th command: 2_1006 1736012949262
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24155th command: 20_1006 1736012949278
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24156th command: 21_1006 1736012949286
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24157th command: 22_1006 1736012949310
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24158th command: 23_1006 1736012949333
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24159th command: 24_1006 1736012949349
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24160th command: 3_1006 1736012949357
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24161th command: 4_1006 1736012949373
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24162th command: 5_1006 1736012949398
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24163th command: 6_1006 1736012949407
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24164th command: 7_1006 1736012949415
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24165th command: 8_1006 1736012949430
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24166th command: 9_1006 1736012949438
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24167th command: 1_1006 1736012949446
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24168th command: 10_1006 1736012949462
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24169th command: 11_1007 1736012949471
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24170th command: 12_1007 1736012949502
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24171th command: 13_1007 1736012949518
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24172th command: 14_1007 1736012949535
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24173th command: 15_1007 1736012949542
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24174th command: 16_1007 1736012949566
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24175th command: 17_1007 1736012949591
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24176th command: 18_1007 1736012949607
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24177th command: 19_1007 1736012949615
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24178th command: 2_1007 1736012949632
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24179th command: 20_1007 1736012949655
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24180th command: 21_1007 1736012949663
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24181th command: 22_1007 1736012949672
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24182th command: 23_1007 1736012949688
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24183th command: 24_1007 1736012949696
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24184th command: 3_1007 1736012949703
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24185th command: 4_1007 1736012949720
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24186th command: 5_1007 1736012949728
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24187th command: 6_1007 1736012949761
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24188th command: 7_1007 1736012949776
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24189th command: 8_1007 1736012949792
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24190th command: 9_1007 1736012949800
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24191th command: 1_1007 1736012949824
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24192th command: 10_1007 1736012949848
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24193th command: 11_1008 1736012949865
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24194th command: 12_1008 1736012949873
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24195th command: 13_1008 1736012949889
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24196th command: 14_1008 1736012949912
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24197th command: 15_1008 1736012949921
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24198th command: 16_1008 1736012949928
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24199th command: 17_1008 1736012949944
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24200th command: 18_1008 1736012949952
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24201th command: 19_1008 1736012949960
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24202th command: 2_1008 1736012949976
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24203th command: 20_1008 1736012949984
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24204th command: 21_1008 1736012950016
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24205th command: 22_1008 1736012950032
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24206th command: 23_1008 1736012950048
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24207th command: 24_1008 1736012950056
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24208th command: 3_1008 1736012950081
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24209th command: 4_1008 1736012950104
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24210th command: 5_1008 1736012950120
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24211th command: 6_1008 1736012950128
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24212th command: 7_1008 1736012950144
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24213th command: 8_1008 1736012950168
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24214th command: 9_1008 1736012950176
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24215th command: 1_1008 1736012950184
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24216th command: 10_1008 1736012950200
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24217th command: 11_1009 1736012950208
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24218th command: 12_1009 1736012950216
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24219th command: 13_1009 1736012950232
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24220th command: 14_1009 1736012950240
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24221th command: 15_1009 1736012950272
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24222th command: 16_1009 1736012950287
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24223th command: 17_1009 1736012950304
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24224th command: 18_1009 1736012950313
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24225th command: 19_1009 1736012950337
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24226th command: 2_1009 1736012950361
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24227th command: 20_1009 1736012950377
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24228th command: 21_1009 1736012950386
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24229th command: 22_1009 1736012950402
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24230th command: 23_1009 1736012950425
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24231th command: 24_1009 1736012950434
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24232th command: 3_1009 1736012950442
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24233th command: 4_1009 1736012950457
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24234th command: 5_1009 1736012950465
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24235th command: 6_1009 1736012950474
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24236th command: 7_1009 1736012950491
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24237th command: 8_1009 1736012950499
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24238th command: 9_1009 1736012950532
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24239th command: 1_1009 1736012950548
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24240th command: 10_1009 1736012950563
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24241th command: 11_1010 1736012950571
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24242th command: 12_1010 1736012950595
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24243th command: 13_1010 1736012950619
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24244th command: 14_1010 1736012950635
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24245th command: 15_1010 1736012950643
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24246th command: 16_1010 1736012950660
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24247th command: 17_1010 1736012950684
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24248th command: 18_1010 1736012950692
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24249th command: 19_1010 1736012950700
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24250th command: 2_1010 1736012950716
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24251th command: 20_1010 1736012950724
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24252th command: 21_1010 1736012950732
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24253th command: 22_1010 1736012950749
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24254th command: 23_1010 1736012950756
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24255th command: 24_1010 1736012950788
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24256th command: 3_1010 1736012950804
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24257th command: 4_1010 1736012950821
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24258th command: 5_1010 1736012950829
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24259th command: 6_1010 1736012950853
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24260th command: 7_1010 1736012950877
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24261th command: 8_1010 1736012950893
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24262th command: 9_1010 1736012950901
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24263th command: 1_1010 1736012950917
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24264th command: 10_1010 1736012950941
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24265th command: 11_1011 1736012950949
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24266th command: 12_1011 1736012950957
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24267th command: 13_1011 1736012950973
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24268th command: 14_1011 1736012950981
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24269th command: 15_1011 1736012950989
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24270th command: 16_1011 1736012951006
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24271th command: 17_1011 1736012951014
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24272th command: 18_1011 1736012951046
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24273th command: 19_1011 1736012951062
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24274th command: 2_1011 1736012951078
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24275th command: 20_1011 1736012951086
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24276th command: 21_1011 1736012951110
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24277th command: 22_1011 1736012951134
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24278th command: 23_1011 1736012951150
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24279th command: 24_1011 1736012951158
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24280th command: 3_1011 1736012951174
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24281th command: 4_1011 1736012951199
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24282th command: 5_1011 1736012951207
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24283th command: 6_1011 1736012951215
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24284th command: 7_1011 1736012951231
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24285th command: 8_1011 1736012951239
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24286th command: 9_1011 1736012951247
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24287th command: 1_1011 1736012951263
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24288th command: 10_1011 1736012951270
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24289th command: 11_1012 1736012951302
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24290th command: 12_1012 1736012951318
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24291th command: 13_1012 1736012951334
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24292th command: 14_1012 1736012951342
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24293th command: 15_1012 1736012951366
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24294th command: 16_1012 1736012951390
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24295th command: 17_1012 1736012951407
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24296th command: 18_1012 1736012951414
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24297th command: 19_1012 1736012951430
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24298th command: 2_1012 1736012951455
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24299th command: 20_1012 1736012951463
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24300th command: 21_1012 1736012951470
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24301th command: 22_1012 1736012951486
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24302th command: 23_1012 1736012951494
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24303th command: 24_1012 1736012951502
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24304th command: 3_1012 1736012951519
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24305th command: 4_1012 1736012951527
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24306th command: 5_1012 1736012951559
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24307th command: 6_1012 1736012951575
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24308th command: 7_1012 1736012951591
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24309th command: 8_1012 1736012951599
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24310th command: 9_1012 1736012951623
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24311th command: 1_1012 1736012951647
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24312th command: 10_1012 1736012951663
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24313th command: 11_1013 1736012951672
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24314th command: 12_1013 1736012951689
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24315th command: 13_1013 1736012951712
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24316th command: 14_1013 1736012951720
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24317th command: 15_1013 1736012951729
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24318th command: 16_1013 1736012951746
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24319th command: 17_1013 1736012951754
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24320th command: 18_1013 1736012951762
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24321th command: 19_1013 1736012951779
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24322th command: 2_1013 1736012951787
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24323th command: 20_1013 1736012951819
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24324th command: 21_1013 1736012951836
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24325th command: 22_1013 1736012951852
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24326th command: 23_1013 1736012951860
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24327th command: 24_1013 1736012951884
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24328th command: 3_1013 1736012951909
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24329th command: 4_1013 1736012951925
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24330th command: 5_1013 1736012951934
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24331th command: 6_1013 1736012951949
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24332th command: 7_1013 1736012951974
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24333th command: 8_1013 1736012951982
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24334th command: 9_1013 1736012951990
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24335th command: 1_1013 1736012952006
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24336th command: 10_1013 1736012952014
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24337th command: 11_1014 1736012952022
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24338th command: 12_1014 1736012952039
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24339th command: 13_1014 1736012952048
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24340th command: 14_1014 1736012952079
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24341th command: 15_1014 1736012952095
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24342th command: 16_1014 1736012952112
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24343th command: 17_1014 1736012952121
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24344th command: 18_1014 1736012952145
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24345th command: 19_1014 1736012952169
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24346th command: 2_1014 1736012952185
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24347th command: 20_1014 1736012952193
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24348th command: 21_1014 1736012952210
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24349th command: 22_1014 1736012952233
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24350th command: 23_1014 1736012952241
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24351th command: 24_1014 1736012952250
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24352th command: 3_1014 1736012952265
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24353th command: 4_1014 1736012952274
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24354th command: 5_1014 1736012952281
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24355th command: 6_1014 1736012952297
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24356th command: 7_1014 1736012952306
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24357th command: 8_1014 1736012952338
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24358th command: 9_1014 1736012952354
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24359th command: 1_1014 1736012952371
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24360th command: 10_1014 1736012952379
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24361th command: 11_1015 1736012952402
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24362th command: 12_1015 1736012952427
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24363th command: 13_1015 1736012952443
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24364th command: 14_1015 1736012952450
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24365th command: 15_1015 1736012952467
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24366th command: 16_1015 1736012952491
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24367th command: 17_1015 1736012952499
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24368th command: 18_1015 1736012952506
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24369th command: 19_1015 1736012952523
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24370th command: 2_1015 1736012952532
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24371th command: 20_1015 1736012952539
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24372th command: 21_1015 1736012952556
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24373th command: 22_1015 1736012952563
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24374th command: 23_1015 1736012952596
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24375th command: 24_1015 1736012952612
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24376th command: 3_1015 1736012952629
bft_bft_server3020.1.osy2k61cv8la@node8.bft.msc6801project.emulab.net    | Executing 24377th command: 4_1015 1736012952636
