bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | 
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14508th command: 7_1813 1735931454446
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14509th command: 8_1813 1735931454454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14510th command: 1_1813 1735931454454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14511th command: 2_1813 1735931454454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14512th command: 3_1813 1735931454454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14513th command: 4_1814 1735931454454
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14514th command: 5_1814 1735931454455
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14515th command: 6_1814 1735931454455
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14516th command: 7_1814 1735931454455
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14517th command: 8_1814 1735931454455
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14518th command: 1_1814 1735931454455
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14519th command: 2_1814 1735931454470
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14520th command: 3_1814 1735931454470
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14521th command: 4_1815 1735931454470
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14522th command: 5_1815 1735931454470
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14523th command: 6_1815 1735931454471
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14524th command: 7_1815 1735931454471
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14525th command: 8_1815 1735931454471
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14526th command: 1_1815 1735931454478
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14527th command: 2_1815 1735931454478
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14528th command: 3_1815 1735931454478
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14529th command: 4_1816 1735931454478
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14530th command: 5_1816 1735931454478
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14531th command: 6_1816 1735931454479
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14532th command: 7_1816 1735931454479
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14533th command: 8_1816 1735931454485
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14534th command: 1_1816 1735931454485
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14535th command: 2_1816 1735931454486
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14536th command: 3_1816 1735931454486
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14537th command: 4_1817 1735931454486
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14538th command: 5_1817 1735931454486
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14539th command: 6_1817 1735931454486
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14540th command: 7_1817 1735931454487
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14541th command: 8_1817 1735931454487
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14542th command: 1_1817 1735931454487
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14543th command: 2_1817 1735931454496
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14544th command: 3_1817 1735931454496
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14545th command: 4_1818 1735931454496
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14546th command: 5_1818 1735931454506
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14547th command: 6_1818 1735931454507
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14548th command: 7_1818 1735931454507
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14549th command: 8_1818 1735931454507
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14550th command: 1_1818 1735931454508
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14551th command: 2_1818 1735931454513
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14552th command: 3_1818 1735931454513
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14553th command: 4_1819 1735931454517
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14554th command: 5_1819 1735931454519
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14555th command: 6_1819 1735931454520
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14556th command: 7_1819 1735931454520
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14557th command: 8_1819 1735931454523
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14558th command: 1_1819 1735931454524
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14559th command: 2_1819 1735931454524
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14560th command: 3_1819 1735931454524
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14561th command: 4_1820 1735931454524
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14562th command: 5_1820 1735931454527
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14563th command: 6_1820 1735931454527
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14564th command: 7_1820 1735931454527
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14565th command: 8_1820 1735931454532
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14566th command: 1_1820 1735931454533
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14567th command: 2_1820 1735931454533
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14568th command: 3_1820 1735931454537
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14569th command: 4_1821 1735931454539
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14570th command: 5_1821 1735931454542
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14571th command: 6_1821 1735931454545
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14572th command: 7_1821 1735931454547
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14573th command: 8_1821 1735931454550
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14574th command: 1_1821 1735931454555
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14575th command: 2_1821 1735931454557
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14576th command: 3_1821 1735931454559
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14577th command: 4_1822 1735931454562
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14578th command: 5_1822 1735931454564
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14579th command: 6_1822 1735931454566
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14580th command: 7_1822 1735931454570
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14581th command: 8_1822 1735931454572
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14582th command: 1_1822 1735931454579
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14583th command: 2_1822 1735931454582
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14584th command: 3_1822 1735931454586
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14585th command: 4_1823 1735931454588
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14586th command: 5_1823 1735931454593
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14587th command: 6_1823 1735931454598
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14588th command: 7_1823 1735931454601
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14589th command: 8_1823 1735931454604
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14590th command: 1_1823 1735931454607
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14591th command: 2_1823 1735931454614
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14592th command: 3_1823 1735931454615
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14593th command: 4_1824 1735931454617
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14594th command: 5_1824 1735931454620
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14595th command: 6_1824 1735931454622
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14596th command: 7_1824 1735931454624
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14597th command: 8_1824 1735931454628
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14598th command: 1_1824 1735931454630
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14599th command: 2_1824 1735931454636
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14600th command: 3_1824 1735931454640
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14601th command: 4_1825 1735931454644
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14602th command: 5_1825 1735931454646
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14603th command: 6_1825 1735931454651
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14604th command: 7_1825 1735931454657
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14605th command: 8_1825 1735931454660
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14606th command: 1_1825 1735931454662
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14607th command: 2_1825 1735931454665
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14608th command: 3_1825 1735931454670
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14609th command: 4_1826 1735931454672
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14610th command: 5_1826 1735931454674
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14611th command: 6_1826 1735931454678
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14612th command: 7_1826 1735931454680
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14613th command: 8_1826 1735931454681
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14614th command: 1_1826 1735931454685
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14615th command: 2_1826 1735931454687
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14616th command: 3_1826 1735931454694
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14617th command: 4_1827 1735931454697
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14618th command: 5_1827 1735931454701
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14619th command: 6_1827 1735931454703
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14620th command: 7_1827 1735931454707
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14621th command: 8_1827 1735931454713
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14622th command: 1_1827 1735931454716
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14623th command: 2_1827 1735931454718
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14624th command: 3_1827 1735931454721
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14625th command: 4_1828 1735931454726
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14626th command: 5_1828 1735931454728
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14627th command: 6_1828 1735931454730
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14628th command: 7_1828 1735931454734
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14629th command: 8_1828 1735931454736
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14630th command: 1_1828 1735931454738
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14631th command: 2_1828 1735931454741
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14632th command: 3_1828 1735931454743
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14633th command: 4_1829 1735931454750
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14634th command: 5_1829 1735931454756
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14635th command: 6_1829 1735931454758
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14636th command: 7_1829 1735931454760
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14637th command: 8_1829 1735931454765
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14638th command: 1_1829 1735931454770
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14639th command: 2_1829 1735931454773
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14640th command: 3_1829 1735931454775
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14641th command: 4_1830 1735931454779
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14642th command: 5_1830 1735931454784
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14643th command: 6_1830 1735931454786
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14644th command: 7_1830 1735931454788
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14645th command: 8_1830 1735931454791
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14646th command: 1_1830 1735931454793
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14647th command: 2_1830 1735931454795
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14648th command: 3_1830 1735931454799
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14649th command: 4_1831 1735931454800
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14650th command: 5_1831 1735931454807
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14651th command: 6_1831 1735931454810
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14652th command: 7_1831 1735931454814
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14653th command: 8_1831 1735931454816
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14654th command: 1_1831 1735931454821
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14655th command: 2_1831 1735931454826
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14656th command: 3_1831 1735931454830
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14657th command: 4_1832 1735931454832
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14658th command: 5_1832 1735931454835
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14659th command: 6_1832 1735931454841
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14660th command: 7_1832 1735931454843
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14661th command: 8_1832 1735931454845
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14662th command: 1_1832 1735931454848
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14663th command: 2_1832 1735931454850
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14664th command: 3_1832 1735931454852
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14665th command: 4_1833 1735931454855
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14666th command: 5_1833 1735931454857
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14667th command: 6_1833 1735931454864
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14668th command: 7_1833 1735931454868
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14669th command: 8_1833 1735931454872
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14670th command: 1_1833 1735931454874
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14671th command: 2_1833 1735931454879
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14672th command: 3_1833 1735931454884
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14673th command: 4_1834 1735931454887
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14674th command: 5_1834 1735931454889
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14675th command: 6_1834 1735931454892
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14676th command: 7_1834 1735931454899
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14677th command: 8_1834 1735931454901
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14678th command: 1_1834 1735931454902
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14679th command: 2_1834 1735931454905
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14680th command: 3_1834 1735931454907
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14681th command: 4_1835 1735931454909
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14682th command: 5_1835 1735931454912
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14683th command: 6_1835 1735931454914
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14684th command: 7_1835 1735931454921
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14685th command: 8_1835 1735931454924
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14686th command: 1_1835 1735931454928
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14687th command: 2_1835 1735931454929
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14688th command: 3_1835 1735931454935
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14689th command: 4_1836 1735931454940
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14690th command: 5_1836 1735931454944
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14691th command: 6_1836 1735931454946
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14692th command: 7_1836 1735931454950
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14693th command: 8_1836 1735931454955
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14694th command: 1_1836 1735931454957
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14695th command: 2_1836 1735931454959
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14696th command: 3_1836 1735931454963
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14697th command: 4_1837 1735931454964
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14698th command: 5_1837 1735931454966
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14699th command: 6_1837 1735931454970
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14700th command: 7_1837 1735931454972
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14701th command: 8_1837 1735931454978
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14702th command: 1_1837 1735931454982
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14703th command: 2_1837 1735931454986
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14704th command: 3_1837 1735931454987
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14705th command: 4_1838 1735931454992
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14706th command: 5_1838 1735931454998
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14707th command: 6_1838 1735931455001
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14708th command: 7_1838 1735931455003
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14709th command: 8_1838 1735931455006
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14710th command: 1_1838 1735931455012
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14711th command: 2_1838 1735931455013
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14712th command: 3_1838 1735931455015
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14713th command: 4_1839 1735931455019
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14714th command: 5_1839 1735931455020
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14715th command: 6_1839 1735931455022
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14716th command: 7_1839 1735931455026
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14717th command: 8_1839 1735931455028
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14718th command: 1_1839 1735931455035
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14719th command: 2_1839 1735931455038
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14720th command: 3_1839 1735931455043
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14721th command: 4_1840 1735931455045
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14722th command: 5_1840 1735931455049
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14723th command: 6_1840 1735931455054
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14724th command: 7_1840 1735931455058
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14725th command: 8_1840 1735931455060
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14726th command: 1_1840 1735931455063
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14727th command: 2_1840 1735931455069
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14728th command: 3_1840 1735931455071
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14729th command: 4_1841 1735931455072
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14730th command: 5_1841 1735931455076
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14731th command: 6_1841 1735931455078
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14732th command: 7_1841 1735931455080
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14733th command: 8_1841 1735931455084
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14734th command: 1_1841 1735931455085
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14735th command: 2_1841 1735931455092
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14736th command: 3_1841 1735931455096
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14737th command: 4_1842 1735931455099
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14738th command: 5_1842 1735931455101
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14739th command: 6_1842 1735931455106
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14740th command: 7_1842 1735931455112
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14741th command: 8_1842 1735931455116
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14742th command: 1_1842 1735931455117
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14743th command: 2_1842 1735931455121
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14744th command: 3_1842 1735931455127
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14745th command: 4_1843 1735931455129
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14746th command: 5_1843 1735931455130
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14747th command: 6_1843 1735931455134
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14748th command: 7_1843 1735931455136
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14749th command: 8_1843 1735931455138
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14750th command: 1_1843 1735931455141
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14751th command: 2_1843 1735931455143
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14752th command: 3_1843 1735931455150
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14753th command: 4_1844 1735931455154
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14754th command: 5_1844 1735931455157
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14755th command: 6_1844 1735931455159
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14756th command: 7_1844 1735931455165
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14757th command: 8_1844 1735931455170
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14758th command: 1_1844 1735931455173
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14759th command: 2_1844 1735931455175
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14760th command: 3_1844 1735931455179
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14761th command: 4_1845 1735931455185
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14762th command: 5_1845 1735931455189
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14763th command: 6_1845 1735931455190
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14764th command: 7_1845 1735931455193
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14765th command: 8_1845 1735931455194
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14766th command: 1_1845 1735931455196
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14767th command: 2_1845 1735931455199
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14768th command: 3_1845 1735931455201
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14769th command: 4_1846 1735931455208
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14770th command: 5_1846 1735931455211
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14771th command: 6_1846 1735931455214
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14772th command: 7_1846 1735931455216
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14773th command: 8_1846 1735931455221
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14774th command: 1_1846 1735931455227
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14775th command: 2_1846 1735931455230
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14776th command: 3_1846 1735931455232
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14777th command: 4_1847 1735931455235
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14778th command: 5_1847 1735931455240
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14779th command: 6_1847 1735931455242
bft_bft_server3004.1.57bonrug8j9t@azureuser-3    | Executing 14780th command: 7_1847 1735931455244
