bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | 
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12963th command: 13_648 1735932267059
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12964th command: 14_648 1735932267064
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12965th command: 15_648 1735932267073
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12966th command: 16_648 1735932267077
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12967th command: 17_648 1735932267094
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12968th command: 18_648 1735932267103
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12969th command: 19_648 1735932267111
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12970th command: 2_648 1735932267115
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12971th command: 20_648 1735932267128
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12972th command: 3_648 1735932267140
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12973th command: 4_648 1735932267150
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12974th command: 5_648 1735932267153
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12975th command: 6_648 1735932267162
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12976th command: 7_648 1735932267174
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12977th command: 8_648 1735932267178
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12978th command: 9_648 1735932267182
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12979th command: 1_648 1735932267191
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12980th command: 10_648 1735932267196
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12981th command: 11_649 1735932267200
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12982th command: 12_649 1735932267208
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12983th command: 13_649 1735932267212
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12984th command: 14_649 1735932267228
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12985th command: 15_649 1735932267237
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12986th command: 16_649 1735932267245
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12987th command: 17_649 1735932267249
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12988th command: 18_649 1735932267266
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12989th command: 19_649 1735932267275
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12990th command: 2_649 1735932267284
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12991th command: 20_649 1735932267287
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12992th command: 3_649 1735932267295
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12993th command: 4_649 1735932267308
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12994th command: 5_649 1735932267312
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12995th command: 6_649 1735932267316
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12996th command: 7_649 1735932267324
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12997th command: 8_649 1735932267328
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12998th command: 9_649 1735932267333
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 12999th command: 1_649 1735932267341
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13000th command: 10_649 1735932267345
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13001th command: 11_650 1735932267361
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13002th command: 12_650 1735932267369
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13003th command: 13_650 1735932267378
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13004th command: 14_650 1735932267382
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13005th command: 15_650 1735932267394
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13006th command: 16_650 1735932267407
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13007th command: 17_650 1735932267415
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13008th command: 18_650 1735932267420
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13009th command: 19_650 1735932267427
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13010th command: 2_650 1735932267440
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13011th command: 20_650 1735932267444
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13012th command: 3_650 1735932267448
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13013th command: 4_650 1735932267456
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13014th command: 5_650 1735932267460
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13015th command: 6_650 1735932267464
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13016th command: 7_650 1735932267473
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13017th command: 8_650 1735932267477
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13018th command: 9_650 1735932267493
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13019th command: 1_650 1735932267502
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13020th command: 10_650 1735932267510
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13021th command: 11_651 1735932267515
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13022th command: 12_651 1735932267527
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13023th command: 13_651 1735932267539
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13024th command: 14_651 1735932267547
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13025th command: 15_651 1735932267553
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13026th command: 16_651 1735932267560
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13027th command: 17_651 1735932267572
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13028th command: 18_651 1735932267576
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13029th command: 19_651 1735932267581
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13030th command: 2_651 1735932267589
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13031th command: 20_651 1735932267593
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13032th command: 3_651 1735932267597
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13033th command: 4_651 1735932267605
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13034th command: 5_651 1735932267609
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13035th command: 6_651 1735932267626
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13036th command: 7_651 1735932267634
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13037th command: 8_651 1735932267642
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13038th command: 9_651 1735932267646
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13039th command: 1_651 1735932267659
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13040th command: 10_651 1735932267671
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13041th command: 11_652 1735932267679
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13042th command: 12_652 1735932267684
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13043th command: 13_652 1735932267692
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13044th command: 14_652 1735932267703
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13045th command: 15_652 1735932267708
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13046th command: 16_652 1735932267712
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13047th command: 17_652 1735932267721
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13048th command: 18_652 1735932267725
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13049th command: 19_652 1735932267729
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13050th command: 2_652 1735932267737
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13051th command: 20_652 1735932267741
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13052th command: 3_652 1735932267758
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13053th command: 4_652 1735932267766
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13054th command: 5_652 1735932267774
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13055th command: 6_652 1735932267778
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13056th command: 7_652 1735932267790
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13057th command: 8_652 1735932267803
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13058th command: 9_652 1735932267811
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13059th command: 1_652 1735932267817
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13060th command: 10_652 1735932267824
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13061th command: 11_653 1735932267836
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13062th command: 12_653 1735932267841
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13063th command: 13_653 1735932267845
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13064th command: 14_653 1735932267853
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13065th command: 15_653 1735932267857
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13066th command: 16_653 1735932267861
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13067th command: 17_653 1735932267869
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13068th command: 18_653 1735932267873
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13069th command: 19_653 1735932267890
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13070th command: 2_653 1735932267898
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13071th command: 20_653 1735932267906
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13072th command: 3_653 1735932267910
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13073th command: 4_653 1735932267923
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13074th command: 5_653 1735932267934
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13075th command: 6_653 1735932267942
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13076th command: 7_653 1735932267948
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13077th command: 8_653 1735932267956
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13078th command: 9_653 1735932267967
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13079th command: 1_653 1735932267972
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13080th command: 10_653 1735932267976
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13081th command: 11_654 1735932267984
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13082th command: 12_654 1735932267988
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13083th command: 13_654 1735932267992
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13084th command: 14_654 1735932268000
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13085th command: 15_654 1735932268004
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13086th command: 16_654 1735932268020
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13087th command: 17_654 1735932268028
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13088th command: 18_654 1735932268036
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13089th command: 19_654 1735932268040
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13090th command: 2_654 1735932268052
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13091th command: 20_654 1735932268064
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13092th command: 3_654 1735932268072
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13093th command: 4_654 1735932268077
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13094th command: 5_654 1735932268085
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13095th command: 6_654 1735932268097
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13096th command: 7_654 1735932268101
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13097th command: 8_654 1735932268105
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13098th command: 9_654 1735932268113
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13099th command: 1_654 1735932268117
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13100th command: 10_654 1735932268121
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13101th command: 11_655 1735932268129
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13102th command: 12_655 1735932268134
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13103th command: 13_655 1735932268149
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13104th command: 14_655 1735932268157
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13105th command: 15_655 1735932268165
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13106th command: 16_655 1735932268169
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13107th command: 17_655 1735932268181
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13108th command: 18_655 1735932268193
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13109th command: 19_655 1735932268201
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13110th command: 2_655 1735932268206
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13111th command: 20_655 1735932268215
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13112th command: 3_655 1735932268225
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13113th command: 4_655 1735932268229
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13114th command: 5_655 1735932268234
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13115th command: 6_655 1735932268242
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13116th command: 7_655 1735932268246
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13117th command: 8_655 1735932268250
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13118th command: 9_655 1735932268258
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13119th command: 1_655 1735932268262
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13120th command: 10_655 1735932268278
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13121th command: 11_656 1735932268286
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13122th command: 12_656 1735932268294
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13123th command: 13_656 1735932268297
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13124th command: 14_656 1735932268309
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13125th command: 15_656 1735932268322
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13126th command: 16_656 1735932268330
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13127th command: 17_656 1735932268334
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13128th command: 18_656 1735932268342
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13129th command: 19_656 1735932268354
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13130th command: 2_656 1735932268358
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13131th command: 20_656 1735932268362
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13132th command: 3_656 1735932268370
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13133th command: 4_656 1735932268374
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13134th command: 5_656 1735932268378
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13135th command: 6_656 1735932268386
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13136th command: 7_656 1735932268390
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13137th command: 8_656 1735932268406
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13138th command: 9_656 1735932268414
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13139th command: 1_656 1735932268422
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13140th command: 10_656 1735932268426
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13141th command: 11_657 1735932268438
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13142th command: 12_657 1735932268450
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13143th command: 13_657 1735932268458
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13144th command: 14_657 1735932268462
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13145th command: 15_657 1735932268470
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13146th command: 16_657 1735932268483
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13147th command: 17_657 1735932268487
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13148th command: 18_657 1735932268491
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13149th command: 19_657 1735932268499
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13150th command: 2_657 1735932268504
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13151th command: 20_657 1735932268509
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13152th command: 3_657 1735932268517
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13153th command: 4_657 1735932268522
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13154th command: 5_657 1735932268538
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13155th command: 6_657 1735932268546
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13156th command: 7_657 1735932268554
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13157th command: 8_657 1735932268559
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13158th command: 9_657 1735932268571
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13159th command: 1_657 1735932268583
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13160th command: 10_657 1735932268592
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13161th command: 11_658 1735932268596
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13162th command: 12_658 1735932268604
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13163th command: 13_658 1735932268618
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13164th command: 14_658 1735932268622
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13165th command: 15_658 1735932268626
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13166th command: 16_658 1735932268634
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13167th command: 17_658 1735932268639
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13168th command: 18_658 1735932268644
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13169th command: 19_658 1735932268651
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13170th command: 2_658 1735932268656
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13171th command: 20_658 1735932268672
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13172th command: 3_658 1735932268681
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13173th command: 4_658 1735932268689
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13174th command: 5_658 1735932268693
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13175th command: 6_658 1735932268706
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13176th command: 7_658 1735932268719
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13177th command: 8_658 1735932268728
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13178th command: 9_658 1735932268732
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13179th command: 1_658 1735932268741
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13180th command: 10_658 1735932268753
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13181th command: 11_659 1735932268758
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13182th command: 12_659 1735932268762
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13183th command: 13_659 1735932268771
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13184th command: 14_659 1735932268775
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13185th command: 15_659 1735932268780
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13186th command: 16_659 1735932268788
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13187th command: 17_659 1735932268792
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13188th command: 18_659 1735932268808
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13189th command: 19_659 1735932268817
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13190th command: 2_659 1735932268825
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13191th command: 20_659 1735932268829
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13192th command: 3_659 1735932268842
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13193th command: 4_659 1735932268854
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13194th command: 5_659 1735932268863
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13195th command: 6_659 1735932268867
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13196th command: 7_659 1735932268876
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13197th command: 8_659 1735932268887
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13198th command: 9_659 1735932268891
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13199th command: 1_659 1735932268896
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13200th command: 10_659 1735932268904
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13201th command: 11_660 1735932268909
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13202th command: 12_660 1735932268913
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13203th command: 13_660 1735932268921
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13204th command: 14_660 1735932268925
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13205th command: 15_660 1735932268941
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13206th command: 16_660 1735932268949
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13207th command: 17_660 1735932268957
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13208th command: 18_660 1735932268962
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13209th command: 19_660 1735932268974
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13210th command: 2_660 1735932268986
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13211th command: 20_660 1735932268994
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13212th command: 3_660 1735932268999
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13213th command: 4_660 1735932269008
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13214th command: 5_660 1735932269019
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13215th command: 6_660 1735932269024
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13216th command: 7_660 1735932269028
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13217th command: 8_660 1735932269036
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13218th command: 9_660 1735932269041
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13219th command: 1_660 1735932269045
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13220th command: 10_660 1735932269054
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13221th command: 11_661 1735932269058
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13222th command: 12_661 1735932269074
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13223th command: 13_661 1735932269082
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13224th command: 14_661 1735932269090
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13225th command: 15_661 1735932269095
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13226th command: 16_661 1735932269107
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13227th command: 17_661 1735932269119
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13228th command: 18_661 1735932269127
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13229th command: 19_661 1735932269131
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13230th command: 2_661 1735932269140
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13231th command: 20_661 1735932269152
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13232th command: 3_661 1735932269156
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13233th command: 4_661 1735932269161
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13234th command: 5_661 1735932269169
bft_bft_server3009.1.1gxtgm7t9ed7@bft-2    | Executing 13235th command: 6_661 1735932269173
